EnsembleGI	Chromosome	Gene_Start	Gene_End	Complement	Coding
ENSG00000207742.3	14	101052446	101052525	0	0
ENSG00000207743.3	14	101033755	101033836	0	0
ENSG00000207744.1	2	176150303	176150412	0	0
ENSG00000207746.1	4	82753337	82753430	1	0
ENSG00000207749.4	14	101023794	101023856	0	0
ENSG00000207750.1	1	100281241	100281308	0	0
ENSG00000207751.2	22	21652270	21670237	0	0
ENSG00000207752.1	19	10817426	10817496	1	0
ENSG00000207754.3	14	101046455	101046538	0	0
ENSG00000207755.3	X	134540508	134540607	1	0
ENSG00000207756.1	5	36147892	36147988	1	0
ENSG00000207757.1	7	100093768	100093847	1	0
ENSG00000207758.1	X	50003148	50003238	0	0
ENSG00000207759.1	1	198859044	198859153	1	0
ENSG00000207761.3	14	101026785	101026864	0	0
ENSG00000207762.1	14	101027100	101027183	0	0
ENSG00000207763.1	12	80832533	80832629	1	0
ENSG00000207766.1	15	41691585	41691678	0	0
ENSG00000207767.3	19	53756741	53756830	0	0
ENSG00000207768.3	X	50003503	50003588	0	0
ENSG00000207769.1	6	45197674	45197770	1	0
ENSG00000207771.1	7	30289794	30289890	0	0
ENSG00000207773.1	19	45674928	45675024	0	0
ENSG00000207775.1	6	18571784	18571880	0	0
ENSG00000207776.1	1	3560695	3560790	1	0
ENSG00000207778.3	18	58451080	58451152	1	0
ENSG00000207779.1	3	160404588	160404685	0	0
ENSG00000207780.1	22	17980868	17980961	1	0
ENSG00000207781.1	14	65471102	65471186	0	0
ENSG00000207782.3	19	49500785	49500868	1	0
ENSG00000207784.3	X	134541341	134541437	1	0
ENSG00000207785.1	X	50008431	50008514	0	0
ENSG00000207788.1	19	53686469	53686555	0	0
ENSG00000207789.1	12	57824609	57824692	1	0
ENSG00000207797.1	18	35904818	35904926	1	0
ENSG00000207798.1	2	55988950	55989059	1	0
ENSG00000207799.1	19	53722166	53722255	0	0
ENSG00000207800.3	X	138667711	138667793	1	0
ENSG00000207802.1	20	60308474	60308567	0	0
ENSG00000207803.1	19	53731006	53731090	0	0
ENSG00000207804.1	8	99536636	99536730	1	0
ENSG00000207805.3	11	2134134	2134209	1	0
ENSG00000207807.1	4	8005301	8005381	1	0
ENSG00000207808.1	19	13836440	13836517	1	0
ENSG00000207810.1	19	53679940	53680023	0	0
ENSG00000207811.3	11	111512938	111513021	0	0
ENSG00000207813.1	10	51299573	51299655	0	0
ENSG00000207814.1	9	120244979	120245050	1	0
ENSG00000207815.1	3	15873771	15873849	0	0
ENSG00000207816.1	8	64379149	64379257	0	0
ENSG00000207818.1	X	152394412	152394492	1	0
ENSG00000207820.1	X	74287104	74287209	1	0
ENSG00000207821.1	19	19435063	19435158	0	0
ENSG00000207825.1	19	53695213	53695293	0	0
ENSG00000207826.1	8	1817231	1817307	0	0
ENSG00000207827.1	6	71403551	71403621	1	0
ENSG00000207837.1	19	53721076	53721142	0	0
ENSG00000207838.1	19	53741313	53741407	0	0
ENSG00000207839.1	17	17813836	17813931	1	0
ENSG00000207861.1	19	53742512	53742599	0	0
ENSG00000207862.1	19	53702737	53702819	0	0
ENSG00000207863.1	21	16590237	16590325	0	0
ENSG00000207864.3	9	95085445	95085541	0	0
ENSG00000207866.1	X	147281943	147282030	1	0
ENSG00000207867.1	X	147284641	147284728	1	0
ENSG00000207868.1	X	147279247	147279344	1	0
ENSG00000207869.1	19	53674197	53674320	0	0
ENSG00000207870.1	X	45746157	45746266	1	0
ENSG00000207871.2	X	147199044	147199127	1	0
ENSG00000207873.1	X	147213463	147213591	1	0
ENSG00000207874.1	11	28056815	28056910	0	0
ENSG00000207922.1	3	50173326	50173419	0	0
ENSG00000207923.1	2	47377675	47377770	0	0
ENSG00000207924.3	12	53991738	53991847	0	0
ENSG00000207925.1	19	53725442	53725526	0	0
ENSG00000207926.1	3	52294219	52294308	1	0
ENSG00000207927.1	4	112648183	112648251	1	0
ENSG00000207930.1	10	24275685	24275781	0	0
ENSG00000207931.1	4	114656759	114656854	0	0
ENSG00000207932.1	22	41900944	41901012	0	0
ENSG00000207933.3	1	156420341	156420429	1	0
ENSG00000207934.1	14	101040219	101040299	0	0
ENSG00000207935.3	9	70809975	70810084	1	0
ENSG00000207938.1	10	17845107	17845193	0	0
ENSG00000207940.1	3	112112801	112112898	0	0
ENSG00000207941.1	1	34669599	34669694	1	0
ENSG00000207942.2	14	100884702	100884783	0	0
ENSG00000207943.1	17	66787072	66787168	0	0
ENSG00000207944.1	4	38868032	38868127	0	0
ENSG00000207946.3	19	53736845	53736934	0	0
ENSG00000207947.3	17	48037161	48037247	1	0
ENSG00000207948.3	16	67202321	67202395	1	0
ENSG00000207951.1	2	188297492	188297588	0	0
ENSG00000207952.1	14	31014646	31014742	1	0
ENSG00000207954.1	3	44114212	44114310	0	0
ENSG00000207955.4	9	128392007	128393510	1	0
ENSG00000207956.1	5	32394378	32394475	1	0
ENSG00000207957.1	X	152392219	152392299	1	0
ENSG00000207959.1	14	101066724	101066801	0	0
ENSG00000207960.1	7	157574336	157574422	1	0
ENSG00000207961.3	14	101060573	101060674	0	0
ENSG00000207962.1	1	40757284	40757372	0	0
ENSG00000207963.1	3	171106664	171106759	1	0
ENSG00000207965.1	15	70079372	70079468	1	0
ENSG00000207967.1	12	116148560	116148654	1	0
ENSG00000207969.1	X	147230984	147231077	1	0
ENSG00000207970.3	X	50013241	50013337	0	0
ENSG00000207971.1	11	122099757	122099844	1	0
ENSG00000207972.1	19	10718404	10718503	0	0
ENSG00000207973.1	7	5495819	5495917	1	0
ENSG00000207974.1	1	168375524	168375621	0	0
ENSG00000207975.1	1	198858873	198858982	1	0
ENSG00000207976.1	10	96828669	96828764	1	0
ENSG00000207978.1	14	101059755	101059838	0	0
ENSG00000207979.1	19	53754018	53754102	0	0
ENSG00000207980.1	19	13836587	13836659	1	0
ENSG00000207981.1	19	53713347	53713434	0	0
ENSG00000207982.1	6	119069047	119069143	1	0
ENSG00000207983.1	12	12764649	12764743	0	0
ENSG00000207984.1	X	147225826	147225952	1	0
ENSG00000207987.1	19	53729838	53729925	0	0
ENSG00000207988.1	4	109488698	109488795	0	0
ENSG00000207989.3	14	100869060	100869148	0	0
ENSG00000207990.3	7	129770383	129770492	1	0
ENSG00000207991.1	9	123402525	123402603	1	0
ENSG00000207992.1	19	53752397	53752481	0	0
ENSG00000207993.3	14	101054687	101054759	0	0
ENSG00000207994.1	11	122152229	122152308	1	0
ENSG00000207995.1	X	77005404	77005501	1	0
ENSG00000207996.1	17	59151136	59151221	1	0
ENSG00000207997.1	20	34466325	34466418	0	0
ENSG00000208000.1	X	147260532	147260625	1	0
ENSG00000208001.1	14	100881007	100881120	0	0
ENSG00000208002.1	19	52281797	52281893	0	0
ENSG00000208003.1	15	80841978	80842073	1	0
ENSG00000208004.2	14	101056219	101056300	0	0
ENSG00000208005.1	X	134546328	134546398	1	0
ENSG00000208006.1	13	50048973	50049061	1	0
ENSG00000208008.1	19	51693254	51693339	0	0
ENSG00000208009.1	11	57641198	57641286	0	0
ENSG00000208012.1	X	53557192	53557274	1	0
ENSG00000208013.3	X	110055329	110055426	0	0
ENSG00000208014.1	7	93482760	93482855	1	0
ENSG00000208015.1	X	50008964	50009028	0	0
ENSG00000208017.3	16	69933081	69933180	0	0
ENSG00000208018.1	20	50585786	50585879	0	0
ENSG00000208022.1	12	80935736	80935833	1	0
ENSG00000208023.3	22	20033139	20033220	0	0
ENSG00000208024.1	1	172144535	172144644	1	0
ENSG00000208025.1	7	96219662	96219756	1	0
ENSG00000208027.4	14	101055419	101055491	0	0
ENSG00000208028.1	12	57519163	57519259	1	0
ENSG00000208032.1	8	104484369	104484465	1	0
ENSG00000208033.1	10	104218789	104218883	1	0
ENSG00000208036.1	7	100093993	100094074	1	0
ENSG00000208037.1	8	22244962	22245043	1	0
ENSG00000208308.1	2	135136628	135136755	0	0
ENSG00000208772.1	2	86135870	86136006	0	0
ENSG00000208797.1	4	151103827	151103891	0	0
ENSG00000208839.1	X	114630797	114630924	0	0
ENSG00000208883.1	X	110224985	110225063	1	0
ENSG00000208892.1	12	132031224	132031359	0	0
ENSG00000209042.1	20	49278940	49279028	0	0
ENSG00000209082.1	MT	3230	3304	0	0
ENSG00000209480.1	22	39313819	39313911	1	0
ENSG00000209482.1	22	39315213	39315307	1	0
ENSG00000209582.1	17	7574713	7574847	0	0
ENSG00000209645.1	19	10107651	10107735	0	0
ENSG00000209702.1	19	12706449	12706518	1	0
ENSG00000210049.1	MT	577	647	0	0
ENSG00000210077.1	MT	1602	1670	0	0
ENSG00000210082.2	MT	1671	3229	0	0
ENSG00000210100.1	MT	4263	4331	0	0
ENSG00000210107.1	MT	4329	4400	1	0
ENSG00000210112.1	MT	4402	4469	0	0
ENSG00000210117.1	MT	5512	5579	0	0
ENSG00000210127.1	MT	5587	5655	1	0
ENSG00000210135.1	MT	5657	5729	1	0
ENSG00000210140.1	MT	5761	5826	1	0
ENSG00000210144.1	MT	5826	5891	1	0
ENSG00000210151.2	MT	7446	7514	1	0
ENSG00000210154.1	MT	7518	7585	0	0
ENSG00000210156.1	MT	8295	8364	0	0
ENSG00000210164.1	MT	9991	10058	0	0
ENSG00000210174.1	MT	10405	10469	0	0
ENSG00000210176.1	MT	12138	12206	0	0
ENSG00000210181.1	3	36968191	36968316	1	0
ENSG00000210184.1	MT	12207	12265	0	0
ENSG00000210191.1	MT	12266	12336	0	0
ENSG00000210194.1	MT	14674	14742	1	0
ENSG00000210195.2	MT	15888	15953	0	0
ENSG00000210196.2	MT	15956	16023	1	0
ENSG00000210678.1	5	56297564	56297689	1	0
ENSG00000210709.1	17	46921124	46921249	0	0
ENSG00000210741.1	17	48632490	48632559	1	0
ENSG00000210825.1	11	93735111	93735236	1	0
ENSG00000210839.1	4	73026748	73026873	0	0
ENSG00000210841.1	3	57619447	57619572	0	0
ENSG00000211137.1	15	62823957	62824041	0	0
ENSG00000211445.11	5	151020438	151028993	0	1
ENSG00000211448.11	14	80197527	80387757	1	1
ENSG00000211450.9	11	57741250	57743554	0	1
ENSG00000211451.11	1	145919013	145925341	0	0
ENSG00000211452.10	1	53891239	53911086	0	1
ENSG00000211454.13	1	19265982	19274194	1	1
ENSG00000211455.7	12	27243968	27325959	0	1
ENSG00000211456.10	3	45689056	45745424	0	1
ENSG00000211459.2	MT	648	1601	0	0
ENSG00000211460.11	2	121737103	121767853	0	1
ENSG00000211491.2	13	40727828	40727875	1	0
ENSG00000211513.5	19	46709293	46709345	1	0
ENSG00000211514.1	17	59137758	59137872	1	0
ENSG00000211520.2	2	56000714	56000795	1	0
ENSG00000211532.1	19	53726922	53726986	0	0
ENSG00000211538.1	X	50009722	50009805	0	0
ENSG00000211543.2	1	116671749	116671827	0	0
ENSG00000211563.4	17	81125877	81125955	0	0
ENSG00000211568.1	11	43559656	43559753	0	0
ENSG00000211574.1	14	100852390	100852487	0	0
ENSG00000211575.3	1	93846832	93846911	0	0
ENSG00000211578.3	X	119646738	119646848	1	0
ENSG00000211579.2	13	52810050	52810140	0	0
ENSG00000211580.1	19	46018932	46019049	0	0
ENSG00000211581.1	1	156936131	156936244	1	0
ENSG00000211582.1	14	101026020	101026107	0	0
ENSG00000211583.3	X	152393421	152393529	1	0
ENSG00000211584.13	12	47753916	47782753	0	1
ENSG00000211590.1	21	35720715	35720808	0	0
ENSG00000211591.1	16	30893903	30893985	0	0
ENSG00000211592.8	2	88857161	88857683	1	1
ENSG00000211593.2	2	88860568	88860605	1	1
ENSG00000211594.2	2	88860886	88860922	1	1
ENSG00000211595.2	2	88861221	88861258	1	1
ENSG00000211596.3	2	88861525	88861563	1	1
ENSG00000211597.2	2	88861886	88861923	1	1
ENSG00000211598.2	2	88885397	88886153	0	1
ENSG00000211599.2	2	88897232	88897784	0	1
ENSG00000211611.2	2	89159751	89160366	1	1
ENSG00000211623.2	2	89985922	89986702	0	1
ENSG00000211625.2	2	90038848	90039479	0	1
ENSG00000211626.2	2	90069662	90070238	0	1
ENSG00000211632.4	2	90172802	90173414	0	1
ENSG00000211633.3	2	90190193	90190681	0	1
ENSG00000211637.2	22	22030934	22031472	0	1
ENSG00000211638.2	22	22098700	22099212	0	1
ENSG00000211639.2	22	22162199	22162681	0	1
ENSG00000211640.3	22	22195713	22196460	0	1
ENSG00000211641.2	22	22201663	22202206	0	1
ENSG00000211642.2	22	22214794	22215270	0	1
ENSG00000211643.2	22	22318727	22319226	0	1
ENSG00000211644.2	22	22322472	22322980	0	1
ENSG00000211645.2	22	22327300	22327814	0	1
ENSG00000211647.1	22	22352940	22353433	0	1
ENSG00000211648.2	22	22357739	22358260	0	1
ENSG00000211649.3	22	22369614	22370087	0	1
ENSG00000211650.2	22	22375986	22376505	0	1
ENSG00000211651.3	22	22380766	22381347	0	1
ENSG00000211652.2	22	22395018	22395489	0	1
ENSG00000211653.2	22	22409766	22410282	0	1
ENSG00000211654.2	22	22427540	22428035	0	1
ENSG00000211655.3	22	22431958	22432465	0	1
ENSG00000211656.3	22	22588155	22588688	0	1
ENSG00000211657.3	22	22594528	22595056	0	1
ENSG00000211658.2	22	22668288	22668806	0	1
ENSG00000211659.2	22	22686726	22687271	0	1
ENSG00000211660.3	22	22697789	22698407	0	1
ENSG00000211661.2	22	22704265	22704822	0	1
ENSG00000211662.2	22	22711689	22713203	0	1
ENSG00000211663.2	22	22720623	22721145	0	1
ENSG00000211664.2	22	22734607	22735096	0	1
ENSG00000211665.2	22	22747383	22747911	0	1
ENSG00000211666.2	22	22758700	22759218	0	1
ENSG00000211667.2	22	22771824	22772586	0	1
ENSG00000211668.2	22	22792491	22793007	0	1
ENSG00000211669.2	22	22811747	22812285	0	1
ENSG00000211670.2	22	22819010	22819756	0	1
ENSG00000211672.2	22	22871507	22872035	0	1
ENSG00000211673.2	22	22880706	22881396	0	1
ENSG00000211674.2	22	22893692	22893818	0	1
ENSG00000211675.2	22	22895375	22895834	0	1
ENSG00000211676.2	22	22899481	22899655	0	1
ENSG00000211677.2	22	22900976	22901437	0	1
ENSG00000211678.2	22	22904850	22905025	0	1
ENSG00000211679.2	22	22906342	22906803	0	1
ENSG00000211680.2	22	22910574	22910606	0	1
ENSG00000211681.2	22	22914237	22914308	0	1
ENSG00000211682.2	22	22918132	22918201	0	1
ENSG00000211683.3	22	23630618	23638941	1	0
ENSG00000211684.2	22	22921390	22921435	0	1
ENSG00000211685.3	22	22922594	22923034	0	1
ENSG00000211687.1	7	38253380	38253429	1	1
ENSG00000211688.1	7	38256337	38256396	1	1
ENSG00000211689.7	7	38257879	38265678	1	1
ENSG00000211690.1	7	38269491	38269540	1	1
ENSG00000211691.2	7	38273587	38273647	1	1
ENSG00000211692.1	7	38276259	38276318	1	1
ENSG00000211693.2	7	38291616	38292078	1	1
ENSG00000211694.2	7	38299811	38300322	1	1
ENSG00000211695.2	7	38317017	38318861	1	1
ENSG00000211696.2	7	38330343	38330935	1	1
ENSG00000211697.4	7	38349355	38350022	1	1
ENSG00000211698.2	7	38353715	38354517	1	1
ENSG00000211699.2	7	38358512	38359162	1	1
ENSG00000211701.2	7	38367586	38368169	1	1
ENSG00000211706.2	7	142328297	142328786	0	1
ENSG00000211707.3	7	142332182	142332701	0	1
ENSG00000211710.3	7	142313184	142313666	0	1
ENSG00000211713.3	7	142380806	142381261	0	1
ENSG00000211714.3	7	142384329	142384841	0	1
ENSG00000211715.1	7	142389202	142389668	0	1
ENSG00000211716.2	7	142391891	142392412	0	1
ENSG00000211717.3	7	142399860	142400377	0	1
ENSG00000211720.3	7	142407672	142408136	0	1
ENSG00000211721.2	7	142450947	142451448	0	1
ENSG00000211724.3	7	142469537	142470013	0	1
ENSG00000211725.3	7	142482548	142483019	0	1
ENSG00000211727.3	7	142492132	142492673	0	1
ENSG00000211728.2	7	142500028	142500534	0	1
ENSG00000211731.1	7	142520090	142520556	0	1
ENSG00000211734.3	7	142320677	142321544	0	1
ENSG00000211739.4	7	142440883	142441325	0	0
ENSG00000211745.3	7	142345421	142345985	0	1
ENSG00000211746.3	7	142618849	142619532	0	1
ENSG00000211747.3	7	142626649	142627399	0	1
ENSG00000211749.1	7	142645961	142646467	0	1
ENSG00000211750.2	7	142656701	142657213	0	1
ENSG00000211751.9	7	142791694	142793368	0	1
ENSG00000211752.3	7	142715346	142715861	0	1
ENSG00000211753.4	7	142720660	142721160	0	1
ENSG00000211764.1	7	142796365	142796414	0	1
ENSG00000211765.1	7	142796560	142796610	0	1
ENSG00000211766.1	7	142796697	142796742	0	1
ENSG00000211767.1	7	142796847	142796895	0	1
ENSG00000211768.1	7	142796998	142797047	0	1
ENSG00000211769.1	7	142797119	142797166	0	1
ENSG00000211770.1	7	142797239	142797291	0	1
ENSG00000211771.1	7	142797456	142797502	0	1
ENSG00000211772.10	7	142670777	142802748	0	1
ENSG00000211776.2	14	21712321	21712843	0	1
ENSG00000211777.2	14	21723713	21724321	0	1
ENSG00000211778.2	14	21736152	21736982	0	1
ENSG00000211779.3	14	21749178	21749705	0	1
ENSG00000211780.3	14	21768489	21769080	0	1
ENSG00000211781.3	14	21782993	21783503	0	1
ENSG00000211782.2	14	21797287	21797886	0	1
ENSG00000211783.3	14	21811502	21811977	0	1
ENSG00000211784.2	14	21825472	21826075	0	1
ENSG00000211785.1	14	21841240	21841774	0	1
ENSG00000211786.3	14	21846537	21847221	0	1
ENSG00000211787.1	14	21852558	21853006	0	1
ENSG00000211788.2	14	21868839	21869365	0	1
ENSG00000211789.2	14	21887857	21888502	0	1
ENSG00000211790.2	14	21894433	21895030	0	1
ENSG00000211791.2	14	21918188	21918756	0	1
ENSG00000211792.2	14	21924063	21924651	0	1
ENSG00000211793.2	14	21941128	21941657	0	1
ENSG00000211794.3	14	21965451	21966061	0	1
ENSG00000211795.3	14	21978459	21979120	0	1
ENSG00000211796.1	14	21990496	21990938	0	1
ENSG00000211797.2	14	21997539	21998168	0	1
ENSG00000211798.3	14	22003106	22003673	0	1
ENSG00000211799.3	14	22007512	22008181	0	1
ENSG00000211800.3	14	22040594	22041153	0	1
ENSG00000211801.3	14	22052514	22053056	0	1
ENSG00000211802.3	14	22070557	22071208	0	1
ENSG00000211803.2	14	22086407	22086961	0	1
ENSG00000211804.3	14	22096032	22096619	0	1
ENSG00000211805.1	14	22105343	22105846	0	1
ENSG00000211806.2	14	22112347	22113031	0	1
ENSG00000211807.3	14	22123318	22124285	0	1
ENSG00000211808.3	14	22132553	22133034	0	1
ENSG00000211809.2	14	22147995	22148633	0	1
ENSG00000211810.3	14	22163238	22163870	0	1
ENSG00000211812.1	14	22202583	22203368	0	1
ENSG00000211813.2	14	22207522	22208129	0	1
ENSG00000211814.1	14	22221896	22222475	0	0
ENSG00000211815.3	14	22226746	22227254	0	1
ENSG00000211816.2	14	22271968	22272563	0	1
ENSG00000211817.2	14	22281105	22281748	0	1
ENSG00000211818.1	14	22304054	22304553	0	1
ENSG00000211819.3	14	22314490	22314919	0	1
ENSG00000211820.1	14	22320188	22320691	0	1
ENSG00000211821.2	14	22422371	22423042	0	1
ENSG00000211825.1	14	22450089	22450139	0	1
ENSG00000211826.1	14	22455249	22455296	0	1
ENSG00000211827.1	14	22456689	22456742	0	1
ENSG00000211828.1	14	22459098	22459156	0	1
ENSG00000211829.8	14	22272262	22465787	0	1
ENSG00000211831.2	14	22475316	22475375	0	1
ENSG00000211832.2	14	22476553	22476606	0	1
ENSG00000211833.1	14	22477707	22477769	0	1
ENSG00000211834.1	14	22478872	22478934	0	1
ENSG00000211835.1	14	22479521	22479582	0	1
ENSG00000211836.1	14	22482287	22482346	0	1
ENSG00000211837.1	14	22483004	22483069	0	1
ENSG00000211838.1	14	22486228	22486296	0	1
ENSG00000211839.1	14	22488593	22488652	0	1
ENSG00000211840.1	14	22489488	22489543	0	1
ENSG00000211841.1	14	22490491	22490553	0	1
ENSG00000211842.1	14	22492851	22492907	0	1
ENSG00000211843.1	14	22493403	22493465	0	1
ENSG00000211844.1	14	22493925	22493990	0	1
ENSG00000211845.1	14	22494821	22494883	0	1
ENSG00000211846.1	14	22495913	22495966	0	1
ENSG00000211847.1	14	22496887	22496952	0	1
ENSG00000211848.1	14	22497657	22497718	0	1
ENSG00000211849.1	14	22499689	22499749	0	1
ENSG00000211850.1	14	22501601	22501663	0	1
ENSG00000211851.1	14	22502231	22502292	0	1
ENSG00000211854.1	14	22506644	22506702	0	1
ENSG00000211855.1	14	22507666	22507723	0	1
ENSG00000211856.1	14	22508602	22508658	0	1
ENSG00000211857.1	14	22509341	22509406	0	1
ENSG00000211858.1	14	22510968	22511024	0	1
ENSG00000211859.1	14	22512852	22512908	0	1
ENSG00000211860.1	14	22513939	22513998	0	1
ENSG00000211861.1	14	22515623	22515688	0	1
ENSG00000211862.1	14	22516273	22516331	0	1
ENSG00000211863.1	14	22518446	22518505	0	1
ENSG00000211864.2	14	22518812	22518871	0	1
ENSG00000211865.1	14	22519969	22520031	0	1
ENSG00000211866.1	14	22520416	22520478	0	1
ENSG00000211867.1	14	22522040	22522102	0	1
ENSG00000211868.1	14	22523600	22523654	0	1
ENSG00000211869.1	14	22524325	22524381	0	1
ENSG00000211870.1	14	22525263	22525322	0	1
ENSG00000211871.1	14	22525650	22525715	0	1
ENSG00000211872.1	14	22526844	22526906	0	1
ENSG00000211873.1	14	22528527	22528586	0	1
ENSG00000211875.1	14	22530327	22530378	0	1
ENSG00000211876.1	14	22531076	22531138	0	1
ENSG00000211877.1	14	22531939	22531998	0	1
ENSG00000211878.1	14	22532502	22532561	0	1
ENSG00000211879.1	14	22533497	22533560	0	1
ENSG00000211880.1	14	22535554	22535614	0	1
ENSG00000211881.1	14	22536145	22536204	0	0
ENSG00000211882.1	14	22537622	22537680	0	1
ENSG00000211883.1	14	22539073	22539134	0	1
ENSG00000211884.1	14	22540247	22540306	0	1
ENSG00000211885.1	14	22542199	22542261	0	1
ENSG00000211886.1	14	22543179	22543240	0	1
ENSG00000211887.2	14	22544071	22544136	0	1
ENSG00000211888.2	14	22545037	22545098	0	1
ENSG00000211890.3	14	105586889	105588395	1	1
ENSG00000211891.5	14	105599941	105601728	1	1
ENSG00000211892.3	14	105624341	105626066	1	1
ENSG00000211893.3	14	105643052	105644790	1	1
ENSG00000211895.4	14	105707118	105708665	1	1
ENSG00000211896.7	14	105736343	105743071	1	1
ENSG00000211897.8	14	105769102	105771405	1	1
ENSG00000211898.7	14	105836765	105845678	1	1
ENSG00000211899.9	14	105851708	105856218	1	1
ENSG00000211900.2	14	105863198	105863258	1	1
ENSG00000211904.2	14	105865199	105865250	1	1
ENSG00000211905.1	14	105865407	105865458	1	1
ENSG00000211907.1	14	105881034	105881053	1	1
ENSG00000211909.1	14	105883903	105883922	1	1
ENSG00000211911.1	14	105886031	105886061	1	1
ENSG00000211912.1	14	105888551	105888578	1	1
ENSG00000211914.1	14	105891699	105891719	1	1
ENSG00000211915.1	14	105893542	105893561	1	1
ENSG00000211917.1	14	105895634	105895670	1	1
ENSG00000211918.1	14	105897957	105897987	1	1
ENSG00000211920.1	14	105901142	105901162	1	1
ENSG00000211921.1	14	105902649	105902671	1	1
ENSG00000211923.1	14	105904497	105904527	1	1
ENSG00000211924.1	14	105904681	105904711	1	1
ENSG00000211925.1	14	105907211	105907241	1	1
ENSG00000211928.1	14	105912257	105912276	1	1
ENSG00000211930.1	14	105914359	105914389	1	1
ENSG00000211931.1	14	105916826	105916856	1	1
ENSG00000211933.2	14	105939756	105940253	1	1
ENSG00000211934.3	14	105986582	105987083	1	1
ENSG00000211935.3	14	106005095	106005574	1	1
ENSG00000211937.3	14	106037902	106038365	1	1
ENSG00000211938.2	14	106062151	106062683	1	1
ENSG00000211941.3	14	106116635	106117204	1	1
ENSG00000211942.3	14	106129540	106130072	1	1
ENSG00000211943.2	14	106153624	106154163	1	1
ENSG00000211944.2	14	106165205	106165730	1	1
ENSG00000211945.2	14	106184901	106185394	1	1
ENSG00000211946.3	14	106210936	106211453	1	1
ENSG00000211947.2	14	106235064	106235594	1	1
ENSG00000211949.3	14	106268606	106269140	1	1
ENSG00000211950.2	14	106276548	106277043	1	1
ENSG00000211951.2	14	106301396	106301862	1	1
ENSG00000211952.3	14	106324254	106324760	1	1
ENSG00000211955.2	14	106359793	106360324	1	1
ENSG00000211956.2	14	106373663	106374145	1	1
ENSG00000211957.2	14	106389392	106389858	1	1
ENSG00000211958.2	14	106410493	106411021	1	1
